grid_id,risk_index,protection_level
5_27,0.0748922033898305,0.04123653322420476
5_28,0.0748922033898305,0.04039638898279731
5_29,0.08524220338983049,0.04518085313229134
5_30,0.08284220338983052,0.045610040120636054
5_31,0.07838720338983052,0.04267093493367792
5_32,0.07598720338983052,0.04182198077646916
5_33,0.0769872033898305,0.04236608168089696
5_34,0.0755872033898305,0.04157990646140786
5_35,0.07658720338983051,0.0421137861165023
5_36,0.07658720338983051,0.042090449474018125
5_40,0.0687872033898305,0.01782838976890484
5_41,0.07018720338983052,0.018191244259950435
5_42,0.07464220338983052,0.019345899086813383
5_43,0.0760422033898305,0.019708753577858975
5_44,0.0760422033898305,0.019708753577858975
5_45,0.0760422033898305,0.019708753577858975
5_46,0.0760422033898305,0.019708753577858975
5_47,0.07744220338983052,0.020071608068904574
5_48,0.07744220338983052,0.020071608068904574
5_49,0.07884220338983053,0.02043446255995017
5_50,0.08009220338983052,0.040247633093883114
5_51,0.08049220338983051,0.04427698639745908
5_52,0.07949220338983051,0.04371116127151989
5_53,0.07949220338983051,0.043675999174418174
5_54,0.0793057627118644,0.043533944165663745
5_55,0.08011932203389831,0.043250834703391416
6_27,0.07647864406779661,0.04211312176937751
6_28,0.07647864406779661,0.03450408656056602
6_29,0.08682864406779661,0.03885828293164227
6_30,0.08442864406779661,0.03808882362640273
6_31,0.07897364406779661,0.03562489794051591
6_32,0.07757364406779661,0.03498808933873295
6_33,0.0785736440677966,0.03543370447809541
6_34,0.0771736440677966,0.034792773625836076
6_35,0.07817364406779662,0.035229469043105144
6_36,0.07817364406779662,0.03520352131109473
6_37,0.07957364406779661,0.039958878419626566
6_39,0.06937364406779661,0.017980384507284713
6_40,0.06937364406779661,0.017980384507284713
6_41,0.07077364406779661,0.01834323899833031
6_42,0.07077364406779661,0.01834323899833031
6_43,0.07217364406779661,0.018706093489375904
6_44,0.0766286440677966,0.019860748316238845
6_45,0.0766286440677966,0.019860748316238845
6_46,0.0766286440677966,0.019860748316238845
6_47,0.07802864406779661,0.020223602807284444
6_48,0.07802864406779661,0.020223602807284444
6_49,0.07942864406779662,0.020586457298330044
6_50,0.08067864406779662,0.03635210790631483
6_51,0.0810786440677966,0.03654324811872946
6_52,0.0810786440677966,0.0365437639202351
6_53,0.09224220338983052,0.041543265674240784
6_54,0.09205576271186441,0.041417017559236116
6_55,0.0928693220338983,0.04172337391919053
6_56,0.09128288135593218,0.05002898222508958
7_8,0.0632100847457627,0.03480101016562467
7_9,0.06461008474576271,0.035574203300425655
7_10,0.06461008474576271,0.0355757907831975
7_11,0.0656100847457627,0.03612684579415051
7_12,0.0656100847457627,0.03612721274615425
7_13,0.0656100847457627,0.036127683690540965
7_14,0.0676650847457627,0.03725966413884209
7_15,0.0700650847457627,0.038581618973513775
7_16,0.0700650847457627,0.03858185118293974
7_17,0.07146508474576271,0.03935305127302783
7_18,0.07046508474576271,0.038802590490007546
7_19,0.07146508474576271,0.039353356312459536
7_20,0.0700650847457627,0.03858246035698198
7_21,0.07106508474576272,0.03913322038993777
7_22,0.07206508474576272,0.03968397860598302
7_23,0.0730650847457627,0.04023463879761596
7_24,0.0740650847457627,0.040785249964080554
7_25,0.07506508474576272,0.04133588360972721
7_26,0.07606508474576272,0.0418864969475083
7_27,0.07706508474576271,0.034770255571097634
7_28,0.0663650847457627,0.01720062074901536
7_29,0.07706508474576271,0.034769508949263686
7_30,0.0850150847457627,0.03835508473647621
7_31,0.07956008474576272,0.035892041779055535
7_32,0.0781600847457627,0.03525757220279174
7_33,0.06881008474576271,0.031034428341012263
7_34,0.06841008474576271,0.030848657012785503
7_35,0.06716008474576272,0.0174066702635734
7_36,0.06716008474576272,0.0174066702635734
7_37,0.06856008474576271,0.01776952475461899
7_38,0.06856008474576271,0.01776952475461899
7_39,0.06996008474576271,0.018132379245664586
7_40,0.06996008474576271,0.018132379245664586
7_41,0.0713600847457627,0.01849523373671018
7_42,0.0713600847457627,0.01849523373671018
7_43,0.07276008474576272,0.018858088227755778
7_44,0.07276008474576272,0.018858088227755778
7_45,0.07276008474576272,0.018858088227755778
7_46,0.07721508474576273,0.02001274305461873
7_47,0.0786150847457627,0.020375597545664315
7_48,0.0786150847457627,0.020375597545664315
7_49,0.08126508474576272,0.03662511763703448
7_50,0.08126508474576272,0.036641827890191686
7_51,0.08266508474576272,0.037270862282021894
7_52,0.0938286440677966,0.04229295892613409
7_53,0.0946422033898305,0.04263030549451977
7_54,0.09445576271186441,0.04249940388534255
7_55,0.09426932203389832,0.04232375449202561
7_56,0.0926828813559322,0.05075342424236077
8_4,0.07700076271186442,0.042377673191344396
8_5,0.0771872033898305,0.04249252819531049
8_6,0.0753736440677966,0.04149804695220934
8_7,0.07596008474576271,0.041823541375301046
8_8,0.06479652542372881,0.03567853116537358
8_9,0.06619652542372882,0.029864590949867886
8_10,0.06619652542372882,0.029865645134587566
8_11,0.06719652542372881,0.030316991396207787
8_12,0.06719652542372881,0.030317170186395237
8_13,0.06719652542372881,0.030317433560855134
8_14,0.06925152542372881,0.031244785704663495
8_15,0.07165152542372881,0.032327722945977765
8_16,0.07165152542372881,0.03232784588741584
8_17,0.07305152542372882,0.03295961345533888
8_18,0.07205152542372881,0.03250857043179693
8_19,0.07305152542372882,0.032959774395305105
8_20,0.07165152542372881,0.03232814083332532
8_21,0.07165152542372881,0.032328189969789645
8_22,0.07265152542372881,0.03277942659101451
8_23,0.07365152542372883,0.033230645776596124
8_24,0.07465152542372881,0.033681815649276484
8_25,0.07565152542372883,0.03413299338046675
8_26,0.07665152542372881,0.034584156045011354
8_27,0.07665152542372881,0.03458413200577952
8_28,0.07765152542372881,0.035035192899941066
8_29,0.07665152542372881,0.03458383747662529
8_30,0.07525152542372882,0.03395175517026063
8_31,0.07079652542372881,0.031941065644179936
8_32,0.06939652542372882,0.03130835250621784
8_33,0.07039652542372882,0.03175613737969662
8_34,0.06899652542372882,0.03112006321292068
8_35,0.06774652542372882,0.017558665001953272
8_36,0.06774652542372882,0.017558665001953272
8_37,0.0691465254237288,0.017921519492998864
8_38,0.0691465254237288,0.017921519492998864
8_39,0.07054652542372881,0.01828437398404446
8_40,0.07054652542372881,0.01828437398404446
8_41,0.07194652542372881,0.018647228475090056
8_42,0.07194652542372881,0.018647228475090056
8_43,0.07334652542372881,0.01901008296613565
8_44,0.07334652542372881,0.01901008296613565
8_45,0.07334652542372881,0.01901008296613565
8_46,0.07334652542372881,0.01901008296613565
8_47,0.07474652542372882,0.019372937457181248
8_48,0.07920152542372884,0.0205275922840442
8_49,0.08060152542372881,0.020890446775089788
8_50,0.08060152542372881,0.020890446775089788
8_51,0.08406508474576273,0.03791157711963275
8_52,0.0741786440677966,0.019225752956909058
8_53,0.09604220338983051,0.04329219319799833
8_54,0.0958557627118644,0.04317494981727983
